decision_id,title,initiating_initiative_id,linked_initiative_ids,linked_ops_action_ids,linked_policies,linked_topic_ids,decision_class,status,reversibility,decided_at,decision_log_path,supersedes_decision_id,summary,notes,last_review_at,last_review_by,last_review_decision_id,methodology_version_at_review
D-IH-71-S,I71 P5 Pack A4 render-ownership coverage ratification (validator-pack quartet closure; chassis-extension verdict; transition-trigger advisory model),INIT-OPENCLAW_AKOS-71,,OPS-71-1,,,architecture,active,low,2026-05-14,docs/wip/planning/71-cicd-discipline-and-aiops-baseline-maturity/reports/p5-pack-a4-strand-b-2026-05-14.md,D-IH-71-A,"Authors scripts/validate_render_ownership.py (Pack A4 thin CLI) closing the I71 validator-pack quartet (A1 voice register + A2 Gantt confidence + A3 multilingual + A4 render ownership). Walks Think Big/Clients/ + Think Big/Advisers/ engagement folders (skipping _-prefixed templates); parses WORKSPACE_BLUEPRINT_HOLISTIKA.md section 16 canonical 9-row matrix (deck / proposal / tarification / Gantt / dossier / counterparty_brief / objections / press / advisor_email); checks per-deliverable role_owner frontmatter against canonical expected role (Copywriter for deck + counterparty_brief; PMO for proposal + tarification + dossier + advisor_email; UX Designer for gantt; Account Manager for objections; Storytelling Manager for press). Surfaces 3 detection classes: render-ownership-mismatch (warning default; per-rule severity override via render-ownership-pack.yml; promotable to error via AKOS_RENDER_OWNERSHIP_STRICT=1 env), render-ownership-undeclared (info), and transition-trigger-pmo-to-revops (info; fires when >= 3 active engagements ship PMO-owned deliverables per section 16.3 drift signal; ratified threshold per D-IH-72-B 3+-engagement RevOps activation trigger). Operator-curated transition_trigger_hints in render-ownership-pack.yml surface as additional info advisories. Chassis additions at akos/brand_voice_register.py: RenderOwnershipRule + RenderOwnershipPack Pydantic models (frozen; default_severity warning per discipline; canonical_section pointer to WORKSPACE section 16); parse_render_ownership_rules + parse_render_ownership_pack_yaml parser helpers; DeliverableKind Literal; STANDARD_DELIVERABLE_KINDS constant; ~150 LOC added (chassis grew 1193 -> ~1340 LOC; comfortably under 1800 LOC re-evaluation threshold per the kickoff chassis-location decision criterion). Chassis-extension verdict (not sibling spinout) preserves the established additive-only chassis contract (P1 28-case regression suite locks signatures; P2 +7 BaseModels +7 parsers; P5 +2 BaseModels +2 parsers); 28-case P1 chassis regression PASS post-P5. Operator override at canonicals/_validators/render-ownership-pack.yml v0.1.0 (sibling shape to gantt-pack.yml + multilingual-pack.yml; not in CANONICAL_REGISTRY per the operator-pack-not-canonical-track precedent). release-gate.py wires Pack A4 INFO row (default; advisory; never blocks); AKOS_RENDER_OWNERSHIP_STRICT=1 promotes to PASS/FAIL. 41-case test suite at tests/test_validate_render_ownership.py PASS in 0.75s; pytest -m brand regression PASS (226 + 1 skip). Closes Pack A4 deferred from I70 P10. Decision row sequenced after W2 sibling worker D-IH-71-R (P4-followup review-stamp expansion to 17 mirrors + Artifact standalone-table).","Discharges OPS-71-1 strand A Pack A4 ratification target (OPS-71-1 status stays open until P6 closes the validator-pack strand). Decision_log_path points at the P5 phase report. Chassis-extension-not-sibling-module verdict applied per default (chassis was 1193 LOC pre-P5; +150 LOC stays under 1800 ceiling). Real-vault smoke results: SUEZ + Asesoria + 5 other Think Big engagements scanned; 5 warning (counterparty_brief role_owner mismatch to Copywriter; current authors used PMO + Project Manager) + 5 info (SUEZ 02-customer-pack deck/proposal/tarification/gantt lack role_owner frontmatter; transition-trigger-pmo-to-revops advisory fired at 7 engagements >= 3 threshold) = 10 advisory hits; 0 error hits (default warning + info severity; never blocks per the discipline). Operator incremental backfill workflow: add role_owner frontmatter to engagement deliverables, or override the canonical mapping via render-ownership-pack.yml when engagement-specific assignments differ from canonical.",2026-05-14,Founder,D-IH-71-CLOSURE,v3.0
D-IH-71-T,I71 P5 Strand B observability cardinality ratification (C-71-5 every-CI-gate-its-own-row default applied; 8 per-gate WORKSPACE §18.2 rows; MCP smoke advisory; SOC posture for dashboard URLs),INIT-OPENCLAW_AKOS-71,,OPS-71-1,,,governance,active,low,2026-05-14,docs/wip/planning/71-cicd-discipline-and-aiops-baseline-maturity/reports/p5-pack-a4-strand-b-2026-05-14.md,D-IH-71-B,Authors scripts/check_observability_mcps.py (Strand B observability MCP smoke; Option C — filesystem-only check at ~/.cursor/projects/<workspace>/mcps/ for user-sentry + user-langfuse folders + tools/ subdir descriptors; host-portable + offline-friendly + SOC-clean per akos-holistika-operations.mdc SOC posture — no live API probe; no secret values logged; no env values logged; only MCP slug + tool count + relative path surfaced). Returns 0 when both MCPs reachable; 1 when at least one unreachable. Wired into release-gate.py as INFO row (advisory only; never blocks). WORKSPACE_BLUEPRINT_HOLISTIKA.md section 18 expanded per C-71-5 every-CI-gate-its-own-row default applied at execution (operator blanket-trust signal at P5 kickoff pre-approved the default; no AskQuestion surfaced; lower-friction option): section 18.1 retains the high-level signal-class routing table (6 rows); NEW section 18.2 authors 8 per-CI-gate routing rows (Pack A1 voice register + Pack A2 Gantt confidence + Pack A3 multilingual + Pack A4 render ownership + Tier 1 Vale sibling + review-stamp validator + observability MCP smoke + release-gate.py meta-gate) each carrying gate-name + owner-role + first-hop-channel + default-severity + playbook-link + SOC-redacted dashboard cross-link. Severity ladder ratified at section 18.2: strict (FAIL) for Pack A1 + A2 + A3 (block CI); warning for Vale (warning-level hits FAIL the row but not the gate emergency-toggleable); advisory INFO (never blocks) for Pack A4 + review-stamp + MCP smoke + meta-gate. SOC posture: Sentry + Langfuse dashboard URLs surface through Cursor MCP session role-based-access (operator MCPs user-sentry + user-langfuse handle the URL -> role-checked-access flow); CI logs surface only the reachability bit (yes/partial/no) per check_observability_mcps.py. No new SaaS tenants provisioned at P5 (Sentry + Langfuse remain operator-MCP-routed).,"Discharges Strand B observability cardinality ratification at C-71-5 inline-ratify gate (default per kickoff: every CI gate has its own §18 row; non-CI failures ride generic row). Decision_log_path points at the P5 phase report. Smoke-check returns 2/2 MCPs reachable on operator host (user-sentry 22 tools + user-langfuse 37 tools at ~/.cursor/projects/<workspace>/mcps/). Operator-host detection: filesystem walk under ~/.cursor/projects/*/mcps/; first reachable encounter wins per MCP slug. SOC-clean output: structured --json-log surfaces slug + reachable bit + tool count + relative path; never logs MCP secrets / env values / dashboard URLs. Forward-charter slot: when MCP catalog grows (additional observability surfaces beyond Sentry + Langfuse), extend EXPECTED_MCPS tuple + add §18.2 row per the same C-71-5 every-gate-its-own-row pattern.",2026-05-14,Founder,D-IH-71-CLOSURE,v3.0
D-IH-71-CLOSURE,I71 initiative closure (P6 closing UAT bands A-D self-verified PASS; INIT-OPENCLAW_AKOS-71 closed; OPS-71-1 closed; v3.1.0 annotated tag cut per C-71-3 HOLD verdict; review-stamp baseline backfill across 22 surfaces ratified),INIT-OPENCLAW_AKOS-71,,OPS-71-1,,,closure,active,low,2026-05-14,docs/wip/planning/71-cicd-discipline-and-aiops-baseline-maturity/reports/p71-closing.md,,Closes INIT-OPENCLAW_AKOS-71 (CI/CD Discipline + AIOps Baseline Maturity) after 7 phases (P0..P6 + P4-followup + Vale chores) and 21 ratified D-IH-71-* decisions (A..T + CLOSURE). UAT bands A-D self-verified PASS per operator blanket-trust posture: Band A Strand A validator-pack quartet (A1 voice register + A2 Gantt confidence + A3 multilingual + A4 render ownership) live in release-gate; Band B Strand B observability (MCP smoke advisory + WORKSPACE §18 14 rows = 6 generic + 8 per-CI-gate per C-71-5); Band C Strand C1 SOP-RELEASE_TAXONOMY_001 governs release lanes with customer-invisible versioning posture at §6 + C-71-3 HOLD-for-P6 verdict cashed in at this commit via v3.1.0 annotated tag; Band D Strand C2 review-stamp dimension covers 22 surfaces (4 P4 baseline + 17 P4-followup mirrors + 1 Artifact standalone-table) with freshness-window validator wired into release-gate as INFO row + ERP /operator/governance/freshness-dashboard/ panel slot reserved. Advance-mints this decision in Part 1 (commit 1 of 2; bulk review-stamp backfill across 22 surfaces clearing ~1716 missing-stamp info advisories with this row as anchoring last_review_decision_id) so backfilled invalid-decision-ref hits resolve cleanly; full P6 closure ceremony lands in Part 2 (commit 2 of 2; this row's content is unchanged between commits). v3.1.0 annotated tag attached after both commits land per SOP-RELEASE_TAXONOMY_001 §2 tag criteria (coherent externally-visible repo cut tied to a meaningful event = I71 closure release baseline) + C-71-3 HOLD verdict ratified at P3 via D-IH-71-P (deferred tag from P3 to P6 closure for semantic cleanliness). Forward-charters retained: I78 Tier 2 LLM-judge candidate; Tier 3 writer-UX deferred behind ≥ 3 marketing writers trigger; full AI-ops signal collection follow-on when usage volume justifies; MADEIRA at TRIGGER-1; standalone-table extension to CYCLE_REGISTER when first non-mirrored CSV needs a stamp. Pre-existing browser-smoke + Test suite release-gate FAILs unchanged (carry-overs since P13.6; separate cleanup work).,138 active decisions (137 prior + this closure row). 4 OPS rows closed across the initiative (OPS-71-1 at this commit + OPS-71-2 at P3 + OPS-71-3 at P4 + ad-hoc OPS-71-4 if minted). closure_decision_id is this row for both INIT-OPENCLAW_AKOS-71 + OPS-71-1.,2026-05-14,Founder,D-IH-71-CLOSURE,v3.0
D-IH-72-A,I72 charter ratification (4 super-strands activation; expanded to include Strand D Round 5),INIT-OPENCLAW_AKOS-72,INIT-OPENCLAW_AKOS-70,OPS-72-6,,,governance,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Activates INIT-OPENCLAW_AKOS-72 from gated_operator to active. Four super-strands operationalised (expanded from 3 at Round 5): Strand A Marketing Area Governance (M3 redesign — 5 sub-area charters + engagement-template promotion machine + RevOps activation); Strand B Persona Registry expansion (business-developer-collaborator + surfaced personas); Strand C IntelligenceOps Register Expansion (competitor-intelligence-target schema + regulator/media/recruiter onboarding); Strand D RevOps Integration Spine + Process Catalog + Cross-area integration (NEW Round 5; finops FKs + governance view + REVOPS_PROCESS_CATALOG.yaml + CRM/REVOPS adapter registries with active/inactive metadata + new Cursor rule akos-executable-process-catalog.mdc). Inception decision D-IH-70-AC preserved (NOT superseded; this charter is a sibling activation per operator directive).,"Resolves I70 P8.5 forward-charter (D-IH-70-AC) for Marketing redesign operationalisation + 3 governance dimension deferrals + Round 5 cross-area integration ambition. Phase 0 of I72 plan. Cross-references: D-IH-70-T (M3 redesign), D-IH-70-R (SMO vs Account Management), D-IH-70-X (Storytelling/Resonance boundary), D-IH-70-Z (sub_area + status schema), D-IH-70-AB (SMO baseline + Account Manager), D-IH-70-AC (P8.5 GOI hunt forward-charter — inception), D-IH-70-AD (stance dimension). Authoritative plan: .cursor/plans/i72-marketing-area-governance-and-persona-registry-expansion_72c0a5e3.plan.md.",2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-B,C-72-1 verdict — engagement-template promotion threshold = 3 engagements,INIT-OPENCLAW_AKOS-72,,OPS-72-1;OPS-72-2,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,"Ratifies template-promotion threshold at 3 engagements consuming the same template pattern. Consistent with WORKSPACE_BLUEPRINT_HOLISTIKA.md §16.3 line 459: 'when 3+ engagements consume the same template pattern, RevOps takes over template-iteration responsibility'. Industry-grounded per Forrester RevOps Maturity Model (2023) lower-bound + McKinsey Capabilities-Based Practice Model rule-of-three.",Ratifies C-72-1 architectural conundrum. P2 promotion machine + P3 promotion SOP encode this threshold. Promotion is NOT auto at threshold — requires explicit RevOps ratification per SOP-ENGAGEMENT_TEMPLATE_PROMOTION_001 (P3 deliverable).,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-C,C-72-2 verdict — SMO=WHAT / Account Management=WHO / Customer Success folds under Account Management,INIT-OPENCLAW_AKOS-72,,OPS-72-3;OPS-72-6,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies the SMO vs Account Management vs Customer Success boundary. SMO at Operations/SMO/ owns the WHAT (service catalog + SLAs + ITIL ops). Account Management at Marketing/Resonance/Account Management/ owns the WHO (relationship + retention). Customer Success folds under Account Management (Resonance) — matches industry consensus per Forrester Customer Success Function 2024 for sub-enterprise services firms. Reinforces D-IH-70-R.,"Ratifies C-72-2 architectural conundrum. P1 ACCOUNT_MANAGEMENT_CHARTER.md encodes this boundary. One human can hold both SMO Account Manager (D-IH-70-AB) and Marketing/Resonance Account Manager roles, but the canonicals stay separate.",2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-D,C-72-3 verdict — Storytelling/Resonance role-tagging not person-tagging,INIT-OPENCLAW_AKOS-72,,OPS-72-6;OPS-72-5,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,"Ratifies the Storytelling-authors / Resonance-consumes edge case: when the same human writes a narrative artifact, the artifact is tagged to the Storytelling role event regardless of who physically wrote it. Resonance never authors net-new narrative artifacts. Matches Ogilvy/Edelman industry convention.",Ratifies C-72-3 architectural conundrum. Reinforces D-IH-70-X. P1 STORYTELLING_DISCIPLINE_CHARTER.md + RESONANCE_DISCIPLINE_CHARTER.md encode this boundary.,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-E,C-72-4 verdict — Experimentation = standalone 5th Marketing sub-area,INIT-OPENCLAW_AKOS-72,,OPS-72-6,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies Experimentation as standalone 5th Marketing sub-area. Matches MARKETING_AREA_M3_REDESIGN.md §2 line 39. Reach AMPLIFIES; Experimentation MEASURES. Separate sub-area justified by distinct discipline.,Ratifies C-72-4. P1 EXPERIMENTATION_DISCIPLINE_CHARTER.md authored as standalone.,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-F,C-72-5 verdict — ENGAGEMENT_TEMPLATE_REGISTRY = sibling canonical CSV + Supabase mirror,INIT-OPENCLAW_AKOS-72,,OPS-72-1,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies ENGAGEMENT_TEMPLATE_REGISTRY as sibling canonical CSV at Operations/RevOps/canonicals/dimensions/ENGAGEMENT_TEMPLATE_REGISTRY.csv (Round 7 path migration per D-IH-72-Y) + Supabase mirror compliance.engagement_template_registry_mirror — NOT column-extension on ENGAGEMENT_REGISTRY. Clean SoC; matches akos-holistika-operations.mdc canonical CSV pattern.,Ratifies C-72-5. P2 deliverable: new CSV + akos/hlk_engagement_template_registry_csv.py SSOT + validator + Supabase migration + 6 seed rows from I70 P2.4 patterns + CANONICAL_REGISTRY row + PRECEDENCE classification.,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-G,C-72-6 verdict — persona registry + scenario registry (both),INIT-OPENCLAW_AKOS-72,,OPS-72-4,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies business-developer-collaborator (and surfaced personas) as BOTH a persona row in PERSONA_REGISTRY.csv AND a scenario row in PERSONA_SCENARIO_REGISTRY.csv. Matches 6sense + HubSpot canonical pattern.,Ratifies C-72-6. P5 deliverable: extends both CSVs. Brand-voice register strict mode applies.,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-H,C-72-7 verdict — IntelligenceOps Register = sibling canonical CSV (not GOI_POI col-extension),INIT-OPENCLAW_AKOS-72,,OPS-72-5,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies INTELLIGENCEOPS_REGISTER as sibling canonical CSV at dimensions/INTELLIGENCEOPS_REGISTER.csv + Supabase mirror — NOT GOI_POI column-extension. Captures intelligence-collection structure: target_id; target_class (competitor_intelligence_target | regulator | media | recruiter); cadence; source_type (HUMINT/OSINT/TECHINT/hybrid); reliability (A-E HUMINT FM 2-22.3); output_artifact; responsible_role.,Ratifies C-72-7. P6 deliverable. Cross-coordinates with I75 candidate.,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-I,C-72-8 verdict — regulator-relationship roadmap = generic SOP + ENISA worked-example annex,INIT-OPENCLAW_AKOS-72,,OPS-72-5,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies regulator-relationship roadmap as one generic SOP at Research/Intelligence/canonicals/SOP-REGULATOR_RELATIONSHIP_001.md with ENISA as worked-example annex — NOT one SOP per regulator. Matches Public Affairs Council Government Relations Function 2024.,Ratifies C-72-8. P6 deliverable: generic SOP + ENISA annex. Future direct ENISA correspondence flips to register row in INTELLIGENCEOPS_REGISTER per D-IH-72-H schema.,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-J,C-72-9 verdict — media-counterparty-onboarding = both (Storytelling charter + IntelligenceOps register cross-linked),INIT-OPENCLAW_AKOS-72,,OPS-72-5;OPS-72-6,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies media-counterparty-onboarding as BOTH: Marketing/Storytelling/canonicals/SOP-MEDIA_ONBOARDING_001.md (PR Manager activation; artifact-authoring side per D-IH-70-X) cross-linked to INTELLIGENCEOPS_REGISTER.csv media row (register-side per D-IH-72-H). Matches PRCA + Edelman authorial/registry split.,Ratifies C-72-9. P1 STORYTELLING charter cross-links to P6 media SOP.,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-K,C-72-10 verdict — recruiter onboarding = IntelligenceOps row + People Operations onboarding SOP cross-linked,INIT-OPENCLAW_AKOS-72,,OPS-72-5,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies recruiter onboarding as register row at INTELLIGENCEOPS_REGISTER.csv (target_class=recruiter) + onboarding SOP at People/People Operations/canonicals/SOP-RECRUITER_ONBOARDING_001.md (target I73). Recruiter is HR-adjacent; SOP at People Operations not Marketing.,Ratifies C-72-10. P6 + cross-link to I73. If I73 SOP doesn't exist at P6 commit time; validate_hlk_vault_links may fail until I73 ships — operator may accept with TODO marker per R-72-10 mitigation.,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-L,Strand D charter — RevOps Integration Spine + Process Catalog + Cross-area integration (DAMA-DMBOK 2.0 aligned),INIT-OPENCLAW_AKOS-72,INIT-OPENCLAW_AKOS-19;INIT-OPENCLAW_AKOS-18;INIT-OPENCLAW_AKOS-14;INIT-OPENCLAW_AKOS-62;INIT-OPENCLAW_AKOS-64;INIT-OPENCLAW_AKOS-65,OPS-72-7;OPS-72-8;OPS-72-9,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies Strand D as 4th super-strand of I72 per operator Round 5 directive (2026-05-14): wires RevOps into Holistika operating system across Finance / Data / Tech / GTM / People / Legal / Research / MADEIRA. Three sub-strands: D.1 Spine (P7) — engagement_id + template_id FKs on finops.registered_fact + governance.engagement_revenue_view + ERP panel op_revops_engagement_revenue; D.2 Process Catalog (P8) — REVOPS_PROCESS_CATALOG.yaml + paired SOPs + dispatch script + RPA scaffolder per new Cursor rule akos-executable-process-catalog.mdc; D.3 Cross-area integration (P9) — CRM_ADAPTER_REGISTRY + REVOPS_ADAPTER_REGISTRY with active/inactive lifecycle metadata per Truto/Unified.to/Apideck Normalized Adapter Pattern 2026 + 6-8 paired SOPs. DAMA-DMBOK 2.0 alignment posture: Reference & Master Data Management + Metadata Management + Data Integration & Interoperability knowledge areas inform architecture choices.,Ratifies Round 5 expansion. Honors operator directive 'we miss interactions from RevOps to other areas + we lack actionable strategic thinking + we need curated processes activatable on demand or regularly + active/inactive tagging metadata for adapter quality'. Cross-coordinates with I19 finops ledger + I18 FINOPS counterparty + I14 holistika_ops + I62 Mission Control + I64 Governance MC + I65 Planning MC. Industry grounding: Routine.co RevOps Blueprint 2026 (one consistent revenue story); Truto/Unified.to/Apideck (47+ CRM Normalized Adapter Pattern; cost of poor data quality $12.9-15M/yr); DAMA-DMBOK 2.0 (2024 revision); Alacritous Teachable Skill Registry (1500+ playbooks pattern); StitchOps 2026 Automation Playbook (60+ apps with failure modes).,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-M,C-72-11 verdict — Finance integration depth = both engagement_id + template_id FKs AND governance.engagement_revenue_view (DAMA RMDM + Data Integration & Interoperability),INIT-OPENCLAW_AKOS-72,INIT-OPENCLAW_AKOS-19;INIT-OPENCLAW_AKOS-18,OPS-72-7,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies Finance integration depth at OPTION D (both): (1) add engagement_id + template_id FK columns to finops.registered_fact via new Supabase migration in P7 (FKs against compliance.engagement_registry_mirror + compliance.engagement_template_registry_mirror); (2) mint governance.engagement_revenue_view joining finops.registered_fact + ENGAGEMENT_REGISTRY + ENGAGEMENT_TEMPLATE_REGISTRY + holistika_ops.stripe_customer_link for per-engagement revenue rollup (booked/billed/recognized per Routine.co RevOps Blueprint terminology). Operator directive: 'best effort please; go all out and ensure DAMA/Data Gov standards while being user friendly e2e — take people into account too and; of course; ops; legal; research; tech etc.' DAMA-DMBOK 2.0 RMDM principle: counterparty_id slug + engagement_id FK both anchor revenue facts to canonical SSOT.,Ratifies C-72-11. P7 deliverables: Supabase migration (NOT VALID + VALIDATE CONSTRAINT pattern per I70 P8.5 precedent for safe FK additions) + governance view migration + akos/hlk_revops_spine.py Pydantic models + scripts/validate_revops_spine.py + tests + release-gate wiring. Operator-gated finops schema change (high-blast-radius).,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-N,C-72-12 verdict — Process catalog architecture = process_list.csv + REVOPS_PROCESS_CATALOG.yaml + paired SOPs (triplet); new Cursor rule akos-executable-process-catalog.mdc minted at P0,INIT-OPENCLAW_AKOS-72,,OPS-72-8,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies process catalog architecture as TRIPLET (option A enriched by operator clarification): process_list.csv carries SSOT (cadence + owner_role + governance contract); REVOPS_PROCESS_CATALOG.yaml carries executable runbook detail (steps + inputs + outputs + failure modes + dispatch script ref); paired SOPs at canonical paths carry human-readable canonical (operator-facing). Per operator clarification: 'we need human-aligned SOPs for these executable actions because we may go the AI route as of now; but we may go the human route too. Make this a RULE not only for this; but for the rest.' New Cursor rule akos-executable-process-catalog.mdc minted at P0 codifies SOP+executable runbook pairing as binding for ALL future initiatives. Pattern matches Alacritous Teachable Skill Registry 1500+ Markdown playbooks + StitchOps 2026 step-by-step with failure modes. Both SSOT for the same process — neither supersedes the other.,Ratifies C-72-12. P8 deliverables. New Cursor rule is itself a P0 deliverable (handoff at p0-cursor-rule-to-mint-2026-05-14.md). Future validate_process_list_pairing.py validator forward-charted (likely I72 P9 sub-deliverable or successor initiative).,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-O,C-72-13 verdict — GTM/CRM scope = AKOS-internal SSOT + HubSpot adapter shim + multi-CRM Normalized Adapter Pattern + active/inactive metadata,INIT-OPENCLAW_AKOS-72,INIT-OPENCLAW_AKOS-14;INIT-OPENCLAW_AKOS-18,OPS-72-9,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies GTM/CRM scope as A+B+C combined (operator directive — NOT D out-of-scope): (A) holistika_ops + Stripe customer link stays GTM SSOT; (B) HubSpot adapter shim minted in P9 with spec at SOP-CRM_INTEGRATION_001.md; (C) multi-CRM Normalized Adapter Pattern documented per Truto/Unified.to/Apideck 2026 industry consensus (47+ CRMs abstract behind unified objects: contacts/companies/deals/events/leads/pipelines). New canonical CRM_ADAPTER_REGISTRY.csv at Marketing/Reach/canonicals/dimensions/ with adapter rows for HubSpot (status: planned); Salesforce (planned); Pipedrive (inactive); Close (inactive); Attio (experimental); Copper (inactive); Folk (inactive); Odoo open-source (inactive); Apollo (inactive); SalesLoft (inactive); seed AKOS-internal holistika_ops (active). active/inactive/planned/deprecated/experimental status enum codified in new Cursor rule per D-IH-72-N. Cost of poor adapter normalization: $12.9-15M/yr + 10-30% duplication per Truto blog 2026.,Ratifies C-72-13. P9 deliverable. Operator directive: 'use active/inactive tagging to ensure data metadata for this is excellent and no par to our quality.' DAMA-DMBOK 2.0 Metadata Management knowledge area applies.,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-P,C-72-14 verdict — RPA scope = scripts/scaffold_engagement.py as P8 deliverable + paired SOP-ENGAGEMENT_SCAFFOLDING_001.md,INIT-OPENCLAW_AKOS-72,,OPS-72-8,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies RPA scope at OPTION A: mint scripts/scaffold_engagement.py as P8 Strand D.2 deliverable. Pattern: takes engagement_id + template_id args; copies _engagement-template/ skeleton (Think Big/Clients/_engagement-template/ per WORKSPACE_BLUEPRINT P13.3) to Think Big/Clients/<slug>/; seeds frontmatter; opens PR. Cadence: event_triggered (fires when promotion machine flags 3+ engagements consuming same template). Paired SOP at Operations/RevOps/canonicals/SOP-ENGAGEMENT_SCAFFOLDING_001.md per new Cursor rule (D-IH-72-N pairing requirement). Pattern matches StitchOps 2026 Automation Playbook step-by-step + Alacritous Teachable Skill Registry on-demand activation.,Ratifies C-72-14. P8 deliverable. Pairs with existing scripts/render_suez_engagement_pdfs.py pattern (per-engagement scripted output). Operator directive: 'this is the best moment to address this. We need processes that link Tech and Data to RevOps.',2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
D-IH-72-Q,C-72-15 verdict — Cadence taxonomy = on_demand + scheduled + event_triggered + gated_operator (4 cadences),INIT-OPENCLAW_AKOS-72,,OPS-72-8,,,architecture,active,low,2026-05-14,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/reports/p0-charter-2026-05-14.md,,Ratifies process catalog cadence taxonomy at all 4 cadences: (1) on_demand — operator triggers ad-hoc; (2) scheduled — cron-like daily/weekly/monthly/quarterly; (3) event_triggered — fires when specific event occurs (e.g. 3+ engagements consume same template); (4) gated_operator — runs after explicit operator approval via AskQuestion ratification gate (for irreversible/high-blast-radius actions). Encoded as cadence_type enum in REVOPS_PROCESS_CATALOG.yaml + mirrored in process_list.csv cadence column. cadence_secondary field for processes supporting multiple cadences. Codified in new Cursor rule akos-executable-process-catalog.mdc Rule 3.,Ratifies C-72-15. Honors operator's 'on demand or regularly; whatever we decide' intent + closes Alacritous + Pertama + StitchOps full activation pattern. Future validate_process_catalog_cadence.py enforces enum (P8 deliverable).,2026-05-14,CMO,D-IH-71-CLOSURE,v3.0
