type,orientation,entity,area,role_parent_1,role_owner,item_parent_2,item_parent_2_id,item_parent_1,item_parent_1_id,item_name,item_id,item_granularity,time_hours_par,time_hours_min,time_hours_max,description,instructions,addundum_extras,confidence,count_name,frequency,quality,last_review_at,last_review_by,last_review_decision_id,methodology_version_at_review,m3_sub_area,engagement_template_id,persona_id,cadence_type,min_rev_value_eur,par_rev_value_eur,max_rev_value_eur,inherited_pattern_id
Internal,Employee,Holistika,People,People,CPO,Team growth and talent pathways,gtm_ws_team_growth,Team growth and talent pathways — Role fit and capability gaps: Proceso de hijack al trabajar con procesos externos,gtm_cl_98d7a76562651a,ETL de información de externos y clientes para abordar proyectos cuanto antes,gtm_team_dtp_15,task,,,,GTM operating item under Team growth and talent pathways — Role fit and capability gaps: Proceso de hijack al trabajar con procesos externos. Scope: ETL de información de externos y clientes para abordar proyectos cuanto antes.,,Original Trello path: item_parent_2='Crecer equipo'; item_parent_1='Definición de huecos donde caben sus capacidades / Proceso de hijack al trabajar con procesos externos'.,2,1,medium,3,2026-05-14,CPO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,CPO,Team growth and talent pathways,gtm_ws_team_growth,Team growth and talent pathways — Role fit and capability gaps: Proceso de hijack al trabajar con procesos externos,gtm_cl_98d7a76562651a,"Haber negociado nuestro propio estilo de trabajo en ciertos procesos, como la independencia de gestión",gtm_team_dtp_16,task,,,,"GTM operating item under Team growth and talent pathways — Role fit and capability gaps: Proceso de hijack al trabajar con procesos externos. Scope: Haber negociado nuestro propio estilo de trabajo en ciertos procesos, como la independencia de gestión.",,Original Trello path: item_parent_2='Crecer equipo'; item_parent_1='Definición de huecos donde caben sus capacidades / Proceso de hijack al trabajar con procesos externos'.,2,1,medium,3,2026-05-14,CPO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,CPO,Team growth and talent pathways,gtm_ws_team_growth,Team growth and talent pathways — Role fit and capability gaps: Proceso de hijack al trabajar con procesos externos,gtm_cl_98d7a76562651a,Acordar conjunta y previamente los entregables esperados,gtm_team_dtp_17,task,,,,GTM operating item under Team growth and talent pathways — Role fit and capability gaps: Proceso de hijack al trabajar con procesos externos. Scope: Acordar conjunta y previamente los entregables esperados.,,Original Trello path: item_parent_2='Crecer equipo'; item_parent_1='Definición de huecos donde caben sus capacidades / Proceso de hijack al trabajar con procesos externos'.,2,1,medium,3,2026-05-14,CPO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,CPO,Team growth and talent pathways,gtm_ws_team_growth,"Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…",gtm_cl_38e95efc220bcd,Reunión para debatir a quién contratar el mes que viene de Fiver,gtm_team_dtp_18,task,,,,"GTM operating item under Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…. Scope: Reunión para debatir a quién contratar el mes que viene de Fiver.",,"Original Trello path: item_parent_2='Crecer equipo'; item_parent_1='Plan de carrera / Definir fases hacia objetivos internos de capacidad, como ejemplo, poder llevar independientemente proyectos (salvo procesos mínimos de colaboración entre admins y 05s)'.",2,1,medium,3,2026-05-14,CPO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,CPO,Team growth and talent pathways,gtm_ws_team_growth,"Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…",gtm_cl_38e95efc220bcd,Excel de perfiles de Fiver,gtm_team_dtp_19,task,,,,"GTM operating item under Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…. Scope: Excel de perfiles de Fiver.",,"Original Trello path: item_parent_2='Crecer equipo'; item_parent_1='Plan de carrera / Definir fases hacia objetivos internos de capacidad, como ejemplo, poder llevar independientemente proyectos (salvo procesos mínimos de colaboración entre admins y 05s)'.",2,1,medium,3,2026-05-14,CPO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,CPO,Team growth and talent pathways,gtm_ws_team_growth,"Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…",gtm_cl_38e95efc220bcd,Reparto de presupuesto,gtm_team_dtp_20,task,,,,"GTM operating item under Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…. Scope: Reparto de presupuesto.",,"Original Trello path: item_parent_2='Crecer equipo'; item_parent_1='Plan de carrera / Definir fases hacia objetivos internos de capacidad, como ejemplo, poder llevar independientemente proyectos (salvo procesos mínimos de colaboración entre admins y 05s)'.",2,1,medium,3,2026-05-14,CPO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,CPO,Team growth and talent pathways,gtm_ws_team_growth,"Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…",gtm_cl_38e95efc220bcd,Carpeta de onboarding,gtm_team_dtp_21,task,,,,"GTM operating item under Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…. Scope: Carpeta de onboarding.",,"Original Trello path: item_parent_2='Crecer equipo'; item_parent_1='Plan de carrera / Definir fases hacia objetivos internos de capacidad, como ejemplo, poder llevar independientemente proyectos (salvo procesos mínimos de colaboración entre admins y 05s)'.",2,1,medium,3,2026-05-14,CPO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,CPO,Team growth and talent pathways,gtm_ws_team_growth,"Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…",gtm_cl_38e95efc220bcd,Accesos y perfiles,gtm_team_dtp_22,task,,,,"GTM operating item under Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…. Scope: Accesos y perfiles.",,"Original Trello path: item_parent_2='Crecer equipo'; item_parent_1='Plan de carrera / Definir fases hacia objetivos internos de capacidad, como ejemplo, poder llevar independientemente proyectos (salvo procesos mínimos de colaboración entre admins y 05s)'.",2,1,medium,3,2026-05-14,CPO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,CPO,Team growth and talent pathways,gtm_ws_team_growth,"Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…",gtm_cl_38e95efc220bcd,Plan de carrera por rol,gtm_team_dtp_23,task,,,,"GTM operating item under Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…. Scope: Plan de carrera por rol.",,"Original Trello path: item_parent_2='Crecer equipo'; item_parent_1='Plan de carrera / Definir fases hacia objetivos internos de capacidad, como ejemplo, poder llevar independientemente proyectos (salvo procesos mínimos de colaboración entre admins y 05s)'.",2,1,medium,3,2026-05-14,CPO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Valorar dispositivos como capital social inicial,gtm_cl_d549cdb10a2410,Calcular valor de capital de dispositivos,gtm_launch_dtp_1,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Valorar dispositivos como capital social inicial. Scope: Calcular valor de capital de dispositivos.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Valorar dispositivos como capital social inicial'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Valorar dispositivos como capital social inicial,gtm_cl_d549cdb10a2410,Calcular capital social tras estartegia de ahorro en situación max de trabajo cuenta ajena,gtm_launch_dtp_2,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Valorar dispositivos como capital social inicial. Scope: Calcular capital social tras estartegia de ahorro en situación max de trabajo cuenta ajena.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Valorar dispositivos como capital social inicial'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Gestoría y notaría,gtm_cl_da182afd130aeb,Ver opciones individuales y ofertas de empresas de servicios compuestos,gtm_launch_dtp_3,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Gestoría y notaría. Scope: Ver opciones individuales y ofertas de empresas de servicios compuestos.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Gestoría y notaría'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Gestoría y notaría,gtm_cl_da182afd130aeb,"Categorizar áreas prioritarias como notaría, coste mensual, servicio financiero y de contratos etc y secundarios como d…",gtm_launch_dtp_4,task,,,,"GTM operating item under Go-to-market and entity readiness — Entity formation: Gestoría y notaría. Scope: Categorizar áreas prioritarias como notaría, coste mensual, servicio financiero y de contratos etc y secundarios como disponibilidad de oficina, dirección fiscal (bajo prioridad es una de nuestras viv.",,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Gestoría y notaría'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Dirección social,gtm_cl_3bd799aec13210,"Inicialmente, puede ser casa de Marcos como ubicación más fija",gtm_launch_dtp_5,task,,,,"GTM operating item under Go-to-market and entity readiness — Entity formation: Dirección social. Scope: Inicialmente, puede ser casa de Marcos como ubicación más fija.",,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Dirección social'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Dirección social,gtm_cl_3bd799aec13210,"Go-to-market and entity readiness — Tras tiempo, puede ser nueva vivienda de Fay/Marcos",gtm_launch_dtp_6,task,,,,"GTM operating item under Go-to-market and entity readiness — Entity formation: Dirección social. Scope: Tras tiempo, puede ser nueva vivienda de Fay/Marcos.",,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Dirección social'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Cuenta bancaria,gtm_cl_7a8ab255ca7c48,Ver ofertas de bancos por abrir con ellos,gtm_launch_dtp_7,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Cuenta bancaria. Scope: Ver ofertas de bancos por abrir con ellos.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Cuenta bancaria'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Cuenta bancaria,gtm_cl_7a8ab255ca7c48,Ver inclusión en los planes de Gestoría si tienen tratos especiales para clientes,gtm_launch_dtp_8,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Cuenta bancaria. Scope: Ver inclusión en los planes de Gestoría si tienen tratos especiales para clientes.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Cuenta bancaria'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Repartición social y Contratos,gtm_cl_553039c22e9a68,Establecer porcentajes,gtm_launch_dtp_9,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Repartición social y Contratos. Scope: Establecer porcentajes.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Repartición social y Contratos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Repartición social y Contratos,gtm_cl_553039c22e9a68,Establecer capital aportado y periocidad,gtm_launch_dtp_10,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Repartición social y Contratos. Scope: Establecer capital aportado y periocidad.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Repartición social y Contratos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Repartición social y Contratos,gtm_cl_553039c22e9a68,Go-to-market and entity readiness — NDAs,gtm_launch_dtp_11,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Repartición social y Contratos. Scope: NDAs.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Repartición social y Contratos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Repartición social y Contratos,gtm_cl_553039c22e9a68,Contratos de trabajo con la sociedad,gtm_launch_dtp_12,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Repartición social y Contratos. Scope: Contratos de trabajo con la sociedad.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Repartición social y Contratos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Repartición social y Contratos,gtm_cl_553039c22e9a68,Contratos de proveedores,gtm_launch_dtp_13,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Repartición social y Contratos. Scope: Contratos de proveedores.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Repartición social y Contratos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Repartición social y Contratos,gtm_cl_553039c22e9a68,Contratos de clientes,gtm_launch_dtp_14,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Repartición social y Contratos. Scope: Contratos de clientes.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Repartición social y Contratos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Presupuesto autónomos,gtm_cl_45a278c3a4778b,Buscar mensualidad obligtoria para socios,gtm_launch_dtp_15,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Presupuesto autónomos. Scope: Buscar mensualidad obligtoria para socios.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Presupuesto autónomos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Presupuesto autónomos,gtm_cl_45a278c3a4778b,Repartir coste,gtm_launch_dtp_16,task,,,,GTM operating item under Go-to-market and entity readiness — Entity formation: Presupuesto autónomos. Scope: Repartir coste.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Establecer sociedad / Presupuesto autónomos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Tablas financieras,gtm_cl_29a5f6a52b15f9,Cerrar tablas necesarias,gtm_launch_dtp_17,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Tablas financieras. Scope: Cerrar tablas necesarias.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Tablas financieras'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Tablas financieras,gtm_cl_29a5f6a52b15f9,Cerrar columnas de cada tabla y tipo de dato,gtm_launch_dtp_18,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Tablas financieras. Scope: Cerrar columnas de cada tabla y tipo de dato.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Tablas financieras'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Tablas financieras,gtm_cl_29a5f6a52b15f9,Pintar flujo de datos y relaciones entre tabls financieras y externas,gtm_launch_dtp_19,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Tablas financieras. Scope: Pintar flujo de datos y relaciones entre tabls financieras y externas.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Tablas financieras'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Tablas financieras,gtm_cl_29a5f6a52b15f9,Pasar a Supabase,gtm_launch_dtp_20,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Tablas financieras. Scope: Pasar a Supabase.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Tablas financieras'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Tablas financieras,gtm_cl_29a5f6a52b15f9,Diseñar lista y estructura de transaccionales,gtm_launch_dtp_21,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Tablas financieras. Scope: Diseñar lista y estructura de transaccionales.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Tablas financieras'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Tablas financieras,gtm_cl_29a5f6a52b15f9,Aplicar sql a los flujos,gtm_launch_dtp_22,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Tablas financieras. Scope: Aplicar sql a los flujos.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Tablas financieras'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Tablas financieras,gtm_cl_29a5f6a52b15f9,Conectar con ERP,gtm_launch_dtp_23,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Tablas financieras. Scope: Conectar con ERP.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Tablas financieras'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue,gtm_cl_afb64082295a96,Terminar tabla de costes y escenarios incluyendo los componentes de la matriz,gtm_launch_dtp_24,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue. Scope: Terminar tabla de costes y escenarios incluyendo los componentes de la matriz.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentar y categorizar costes y revenue'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue,gtm_cl_afb64082295a96,Priorizar por fases,gtm_launch_dtp_25,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue. Scope: Priorizar por fases.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentar y categorizar costes y revenue'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue,gtm_cl_afb64082295a96,Incluir en tablas financieras,gtm_launch_dtp_26,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue. Scope: Incluir en tablas financieras.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentar y categorizar costes y revenue'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue,gtm_cl_afb64082295a96,Incluir en transaccionales bajo categorías,gtm_launch_dtp_27,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue. Scope: Incluir en transaccionales bajo categorías.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentar y categorizar costes y revenue'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue,gtm_cl_afb64082295a96,Crear categorías de costes,gtm_launch_dtp_28,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue. Scope: Crear categorías de costes.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentar y categorizar costes y revenue'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Portal de pagos,gtm_cl_d40d6f2d47d60b,Elegir proveedor,gtm_launch_dtp_29,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Portal de pagos. Scope: Elegir proveedor.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Portal de pagos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Portal de pagos,gtm_cl_d40d6f2d47d60b,Crear cuenta sociedad,gtm_launch_dtp_30,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Portal de pagos. Scope: Crear cuenta sociedad.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Portal de pagos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Portal de pagos,gtm_cl_d40d6f2d47d60b,Integrar con la gestoría y la cuenta bancaria,gtm_launch_dtp_31,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Portal de pagos. Scope: Integrar con la gestoría y la cuenta bancaria.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Portal de pagos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Portal de pagos,gtm_cl_d40d6f2d47d60b,Crear contratos por el proveedor y verificar por gestoría,gtm_launch_dtp_32,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Portal de pagos. Scope: Crear contratos por el proveedor y verificar por gestoría.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Portal de pagos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Portal de pagos,gtm_cl_d40d6f2d47d60b,Integrar en la comunicación de servicio,gtm_launch_dtp_33,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Portal de pagos. Scope: Integrar en la comunicación de servicio.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Portal de pagos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Portal de pagos,gtm_cl_d40d6f2d47d60b,Integrar sus tablas con la BBDD,gtm_launch_dtp_34,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Portal de pagos. Scope: Integrar sus tablas con la BBDD.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Portal de pagos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Portal de pagos,gtm_cl_d40d6f2d47d60b,Configurar funcionalidades y métodos de pago aceptados,gtm_launch_dtp_35,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Portal de pagos. Scope: Configurar funcionalidades y métodos de pago aceptados.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Portal de pagos'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
